Station,Direction,Year,Month,Day,Time_Period,Volume,OBJECTID
130032 Washington,Inbound,2017,February,Thursday,3-4 AM,75,411
130032 Washington,Inbound,2017,February,Thursday,4-5 AM,157,412
130032 Washington,Inbound,2017,February,Thursday,5-6 AM,641,413
130032 Washington,Inbound,2017,February,Thursday,6-7 AM,1740,414
130032 Washington,Inbound,2017,February,Thursday,7-8 AM,2956,415
130032 Washington,Inbound,2017,February,Thursday,8-9 AM,2495,416
130032 Washington,Inbound,2017,February,Thursday,9-10 AM,1429,417
130032 Washington,Inbound,2017,February,Thursday,10-11 AM,1215,418
130032 Washington,Inbound,2017,February,Thursday,11-12 AM,1330,419
130032 Washington,Inbound,2017,February,Thursday,12-1 PM,1426,420
130032 Washington,Inbound,2017,February,Thursday,1-2 PM,1322,421
130032 Washington,Inbound,2017,February,Thursday,2-3 PM,1363,422
130032 Washington,Inbound,2017,February,Thursday,3-4 PM,1385,423
130032 Washington,Inbound,2017,February,Thursday,4-5 PM,1500,424
130032 Washington,Inbound,2017,February,Thursday,5-6 PM,1662,425
130032 Washington,Inbound,2017,February,Thursday,6-7 PM,1383,426
130032 Washington,Inbound,2017,February,Thursday,7-8 PM,928,427
130032 Washington,Inbound,2017,February,Thursday,8-9 PM,763,428
130032 Washington,Inbound,2017,February,Thursday,9-10 PM,712,429
130032 Washington,Inbound,2017,February,Thursday,10-11 PM,485,430
130032 Washington,Inbound,2017,February,Thursday,11-12 PM,376,431
130032 Washington,Inbound,2017,February,Friday,12-1 AM,174,432
130032 Washington,Inbound,2017,February,Friday,1-2 AM,106,433
130032 Washington,Inbound,2017,February,Friday,2-3 AM,83,434
130032 Washington,Inbound,2017,February,Friday,3-4 AM,86,435
130032 Washington,Inbound,2017,February,Friday,4-5 AM,162,436
130032 Washington,Inbound,2017,February,Friday,5-6 AM,588,437
130032 Washington,Inbound,2017,February,Friday,6-7 AM,1578,438
130032 Washington,Inbound,2017,February,Friday,7-8 AM,2720,439
130032 Washington,Inbound,2017,February,Friday,8-9 AM,2260,440
130032 Washington,Inbound,2017,February,Friday,9-10 AM,1457,441
130032 Washington,Inbound,2017,February,Friday,10-11 AM,1315,442
130032 Washington,Inbound,2017,February,Friday,11-12 AM,1416,443
130032 Washington,Inbound,2017,February,Friday,12-1 PM,1464,444
130032 Washington,Inbound,2017,February,Friday,1-2 PM,1389,445
130032 Washington,Inbound,2017,February,Friday,2-3 PM,1440,446
130032 Washington,Inbound,2017,February,Friday,3-4 PM,1491,447
130032 Washington,Inbound,2017,February,Friday,4-5 PM,1634,448
130032 Washington,Inbound,2017,February,Friday,5-6 PM,1743,449
130032 Washington,Inbound,2017,February,Friday,6-7 PM,1557,450
130032 Washington,Inbound,2017,February,Friday,7-8 PM,1107,451
130032 Washington,Inbound,2017,February,Friday,8-9 PM,812,452
130032 Washington,Inbound,2017,February,Friday,9-10 PM,803,453
130032 Washington,Inbound,2017,February,Friday,10-11 PM,633,454
130032 Washington,Inbound,2017,February,Friday,11-12 PM,468,455
130032 Washington,Inbound,2017,February,Saturday,12-1 AM,302,456
130032 Washington,Inbound,2017,February,Saturday,1-2 AM,177,457
130032 Washington,Inbound,2017,February,Saturday,2-3 AM,148,458
130032 Washington,Inbound,2017,February,Saturday,3-4 AM,96,459
130032 Washington,Inbound,2017,February,Saturday,4-5 AM,104,460
130032 Washington,Inbound,2017,February,Saturday,5-6 AM,201,461
130032 Washington,Inbound,2017,February,Saturday,6-7 AM,414,462
130032 Washington,Inbound,2017,February,Saturday,7-8 AM,502,463
130032 Washington,Inbound,2017,February,Saturday,8-9 AM,838,464
130032 Washington,Inbound,2017,February,Saturday,9-10 AM,1066,465
130032 Washington,Inbound,2017,February,Saturday,10-11 AM,1260,466
130032 Washington,Inbound,2017,February,Saturday,11-12 AM,1344,467
130032 Washington,Inbound,2017,February,Saturday,12-1 PM,1450,468
130032 Washington,Inbound,2017,February,Saturday,1-2 PM,1440,469
130032 Washington,Inbound,2017,February,Saturday,2-3 PM,1407,470
130032 Washington,Inbound,2017,February,Saturday,3-4 PM,1350,471
130032 Washington,Inbound,2017,February,Saturday,4-5 PM,1395,472
130032 Washington,Inbound,2017,February,Saturday,5-6 PM,1394,473
130032 Washington,Inbound,2017,February,Saturday,6-7 PM,1353,474
130032 Washington,Inbound,2017,February,Saturday,7-8 PM,962,475
130032 Washington,Inbound,2017,February,Saturday,8-9 PM,776,476
130032 Washington,Inbound,2017,February,Saturday,9-10 PM,753,477
130032 Washington,Inbound,2017,February,Saturday,10-11 PM,660,478
130032 Washington,Inbound,2017,February,Saturday,11-12 PM,451,479
130032 Washington,Inbound,2017,February,Sunday,12-1 AM,301,480
130032 Washington,Inbound,2017,February,Sunday,1-2 AM,196,481
130032 Washington,Inbound,2017,February,Sunday,2-3 AM,179,482
130032 Washington,Inbound,2017,February,Sunday,3-4 AM,102,483
130032 Washington,Inbound,2017,February,Sunday,4-5 AM,90,484
130032 Washington,Inbound,2017,February,Sunday,5-6 AM,132,485
130032 Washington,Inbound,2017,February,Sunday,6-7 AM,299,486
130032 Washington,Inbound,2017,February,Sunday,7-8 AM,323,487
130032 Washington,Inbound,2017,February,Sunday,8-9 AM,606,488
130032 Washington,Inbound,2017,February,Sunday,9-10 AM,792,489
130032 Washington,Inbound,2017,February,Sunday,10-11 AM,1198,490
130032 Washington,Inbound,2017,February,Sunday,11-12 AM,1360,491
130032 Washington,Inbound,2017,February,Sunday,12-1 PM,1270,492
130032 Washington,Inbound,2017,February,Sunday,1-2 PM,1275,493
130032 Washington,Inbound,2017,February,Sunday,2-3 PM,1290,494
130032 Washington,Inbound,2017,February,Sunday,3-4 PM,1260,495
130032 Washington,Inbound,2017,February,Sunday,4-5 PM,1291,496
130032 Washington,Inbound,2017,February,Sunday,5-6 PM,1168,497
130032 Washington,Inbound,2017,February,Sunday,6-7 PM,972,498
130032 Washington,Inbound,2017,February,Sunday,7-8 PM,714,499
130032 Washington,Inbound,2017,February,Sunday,8-9 PM,538,500
130032 Washington,Inbound,2017,February,Sunday,9-10 PM,531,501
130032 Washington,Inbound,2017,February,Sunday,10-11 PM,405,502
130032 Washington,Inbound,2017,February,Sunday,11-12 PM,266,503
130032 Washington,Outbound,2017,February,Monday,12-1 AM,151,504
130032 Washington,Outbound,2017,February,Monday,1-2 AM,88,505
130032 Washington,Outbound,2017,February,Monday,2-3 AM,66,506
130032 Washington,Outbound,2017,February,Monday,3-4 AM,59,507
130032 Washington,Outbound,2017,February,Monday,4-5 AM,110,508
130032 Washington,Outbound,2017,February,Monday,5-6 AM,291,509
130032 Washington,Outbound,2017,February,Monday,6-7 AM,648,510
130032 Washington,Outbound,2017,February,Monday,7-8 AM,1286,511
130032 Washington,Outbound,2017,February,Monday,8-9 AM,1171,512
130032 Washington,Outbound,2017,February,Monday,9-10 AM,1069,513
130032 Washington,Outbound,2017,February,Monday,10-11 AM,1171,514
130032 Washington,Outbound,2017,February,Monday,11-12 AM,1357,515
130032 Washington,Outbound,2017,February,Monday,12-1 PM,1496,516
130032 Washington,Outbound,2017,February,Monday,1-2 PM,1412,517
130032 Washington,Outbound,2017,February,Monday,2-3 PM,1712,518
130032 Washington,Outbound,2017,February,Monday,3-4 PM,2298,519
130032 Washington,Outbound,2017,February,Monday,4-5 PM,3015,520
130032 Washington,Outbound,2017,February,Monday,5-6 PM,2677,521
130032 Washington,Outbound,2017,February,Monday,6-7 PM,1445,522
130032 Washington,Outbound,2017,February,Monday,7-8 PM,973,523
130032 Washington,Outbound,2017,February,Monday,8-9 PM,806,524
130032 Washington,Outbound,2017,February,Monday,9-10 PM,629,525
130032 Washington,Outbound,2017,February,Monday,10-11 PM,410,526
130032 Washington,Outbound,2017,February,Monday,11-12 PM,323,527
130032 Washington,Outbound,2017,February,Tuesday,12-1 AM,183,528
130032 Washington,Outbound,2017,February,Tuesday,1-2 AM,132,529
130032 Washington,Outbound,2017,February,Tuesday,2-3 AM,88,530
130032 Washington,Outbound,2017,February,Tuesday,3-4 AM,65,531
130032 Washington,Outbound,2017,February,Tuesday,4-5 AM,115,532
130032 Washington,Outbound,2017,February,Tuesday,5-6 AM,271,533
130032 Washington,Outbound,2017,February,Tuesday,6-7 AM,635,534
130032 Washington,Outbound,2017,February,Tuesday,7-8 AM,1294,535
130032 Washington,Outbound,2017,February,Tuesday,8-9 AM,1170,536
130032 Washington,Outbound,2017,February,Tuesday,9-10 AM,1087,537
130032 Washington,Outbound,2017,February,Tuesday,10-11 AM,1141,538
130032 Washington,Outbound,2017,February,Tuesday,11-12 AM,1353,539
130032 Washington,Outbound,2017,February,Tuesday,12-1 PM,1505,540
130032 Washington,Outbound,2017,February,Tuesday,1-2 PM,1449,541
130032 Washington,Outbound,2017,February,Tuesday,2-3 PM,1813,542
130032 Washington,Outbound,2017,February,Tuesday,3-4 PM,2372,543
130032 Washington,Outbound,2017,February,Tuesday,4-5 PM,3125,544
130032 Washington,Outbound,2017,February,Tuesday,5-6 PM,2770,545
130032 Washington,Outbound,2017,February,Tuesday,6-7 PM,1506,546
130032 Washington,Outbound,2017,February,Tuesday,7-8 PM,1103,547
130032 Washington,Outbound,2017,February,Tuesday,8-9 PM,863,548
130032 Washington,Outbound,2017,February,Tuesday,9-10 PM,735,549
130032 Washington,Outbound,2017,February,Tuesday,10-11 PM,532,550
130032 Washington,Outbound,2017,February,Tuesday,11-12 PM,366,551
130032 Washington,Outbound,2017,February,Wednesday,12-1 AM,196,552
130032 Washington,Outbound,2017,February,Wednesday,1-2 AM,147,553
130032 Washington,Outbound,2017,February,Wednesday,2-3 AM,92,554
130032 Washington,Outbound,2017,February,Wednesday,3-4 AM,65,555
130032 Washington,Outbound,2017,February,Wednesday,4-5 AM,126,556
130032 Washington,Outbound,2017,February,Wednesday,5-6 AM,267,557
130032 Washington,Outbound,2017,February,Wednesday,6-7 AM,658,558
130032 Washington,Outbound,2017,February,Wednesday,7-8 AM,1317,559
130032 Washington,Outbound,2017,February,Wednesday,8-9 AM,1205,560
130032 Washington,Outbound,2017,February,Wednesday,9-10 AM,1106,561
130032 Washington,Outbound,2017,February,Wednesday,10-11 AM,1105,562
130032 Washington,Outbound,2017,February,Wednesday,11-12 AM,1376,563
130032 Washington,Outbound,2017,February,Wednesday,12-1 PM,1553,564
130032 Washington,Outbound,2017,February,Wednesday,1-2 PM,1438,565
130032 Washington,Outbound,2017,February,Wednesday,2-3 PM,1803,566
130032 Washington,Outbound,2017,February,Wednesday,3-4 PM,2470,567
130032 Washington,Outbound,2017,February,Wednesday,4-5 PM,3064,568
130032 Washington,Outbound,2017,February,Wednesday,5-6 PM,2829,569
130032 Washington,Outbound,2017,February,Wednesday,6-7 PM,1590,570
130032 Washington,Outbound,2017,February,Wednesday,7-8 PM,1136,571
130032 Washington,Outbound,2017,February,Wednesday,8-9 PM,969,572
130032 Washington,Outbound,2017,February,Wednesday,9-10 PM,777,573
130032 Washington,Outbound,2017,February,Wednesday,10-11 PM,559,574
130032 Washington,Outbound,2017,February,Wednesday,11-12 PM,474,575
130032 Washington,Outbound,2017,February,Thursday,12-1 AM,218,576
130032 Washington,Outbound,2017,February,Thursday,1-2 AM,138,577
130032 Washington,Outbound,2017,February,Thursday,2-3 AM,91,578
130032 Washington,Outbound,2017,February,Thursday,3-4 AM,65,579
130032 Washington,Outbound,2017,February,Thursday,4-5 AM,113,580
130032 Washington,Outbound,2017,February,Thursday,5-6 AM,263,581
130032 Washington,Outbound,2017,February,Thursday,6-7 AM,640,582
130032 Washington,Outbound,2017,February,Thursday,7-8 AM,1294,583
130032 Washington,Outbound,2017,February,Thursday,8-9 AM,1247,584
130032 Washington,Outbound,2017,February,Thursday,9-10 AM,1086,585
130032 Washington,Outbound,2017,February,Thursday,10-11 AM,1125,586
130032 Washington,Outbound,2017,February,Thursday,11-12 AM,1408,587
130032 Washington,Outbound,2017,February,Thursday,12-1 PM,1543,588
130032 Washington,Outbound,2017,February,Thursday,1-2 PM,1518,589
130032 Washington,Outbound,2017,February,Thursday,2-3 PM,1768,590
130032 Washington,Outbound,2017,February,Thursday,3-4 PM,2405,591
130032 Washington,Outbound,2017,February,Thursday,4-5 PM,3088,592
130032 Washington,Outbound,2017,February,Thursday,5-6 PM,2828,593
130032 Washington,Outbound,2017,February,Thursday,6-7 PM,1596,594
130032 Washington,Outbound,2017,February,Thursday,7-8 PM,1204,595
130032 Washington,Outbound,2017,February,Thursday,8-9 PM,954,596
130032 Washington,Outbound,2017,February,Thursday,9-10 PM,843,597
130032 Washington,Outbound,2017,February,Thursday,10-11 PM,688,598
130032 Washington,Outbound,2017,February,Thursday,11-12 PM,400,599
130032 Washington,Outbound,2017,February,Friday,12-1 AM,251,600
130032 Washington,Outbound,2017,February,Friday,1-2 AM,169,601
130032 Washington,Outbound,2017,February,Friday,2-3 AM,132,602
130032 Washington,Outbound,2017,February,Friday,3-4 AM,77,603
130032 Washington,Outbound,2017,February,Friday,4-5 AM,112,604
130032 Washington,Outbound,2017,February,Friday,5-6 AM,256,605
130032 Washington,Outbound,2017,February,Friday,6-7 AM,600,606
130032 Washington,Outbound,2017,February,Friday,7-8 AM,1218,607
130032 Washington,Outbound,2017,February,Friday,8-9 AM,1164,608
130032 Washington,Outbound,2017,February,Friday,9-10 AM,1060,609
130032 Washington,Outbound,2017,February,Friday,10-11 AM,1170,610
130032 Washington,Outbound,2017,February,Friday,11-12 AM,1510,611
130032 Washington,Outbound,2017,February,Friday,12-1 PM,1748,612
130032 Washington,Outbound,2017,February,Friday,1-2 PM,1700,613
130032 Washington,Outbound,2017,February,Friday,2-3 PM,2022,614
130032 Washington,Outbound,2017,February,Friday,3-4 PM,2590,615
130032 Washington,Outbound,2017,February,Friday,4-5 PM,3084,616
130032 Washington,Outbound,2017,February,Friday,5-6 PM,2588,617
130032 Washington,Outbound,2017,February,Friday,6-7 PM,1601,618
130032 Washington,Outbound,2017,February,Friday,7-8 PM,1222,619
130032 Washington,Outbound,2017,February,Friday,8-9 PM,970,620
130032 Washington,Outbound,2017,February,Friday,9-10 PM,1030,621
130032 Washington,Outbound,2017,February,Friday,10-11 PM,962,622
130032 Washington,Outbound,2017,February,Friday,11-12 PM,622,623
130032 Washington,Outbound,2017,February,Saturday,12-1 AM,417,624
130032 Washington,Outbound,2017,February,Saturday,1-2 AM,282,625
130032 Washington,Outbound,2017,February,Saturday,2-3 AM,273,626
130032 Washington,Outbound,2017,February,Saturday,3-4 AM,145,627
130032 Washington,Outbound,2017,February,Saturday,4-5 AM,105,628
130032 Washington,Outbound,2017,February,Saturday,5-6 AM,149,629
130032 Washington,Outbound,2017,February,Saturday,6-7 AM,226,630
130032 Washington,Outbound,2017,February,Saturday,7-8 AM,413,631
130032 Washington,Outbound,2017,February,Saturday,8-9 AM,666,632
130032 Washington,Outbound,2017,February,Saturday,9-10 AM,859,633
130032 Washington,Outbound,2017,February,Saturday,10-11 AM,1105,634
130032 Washington,Outbound,2017,February,Saturday,11-12 AM,1322,635
130032 Washington,Outbound,2017,February,Saturday,12-1 PM,1482,636
130032 Washington,Outbound,2017,February,Saturday,1-2 PM,1529,637
130032 Washington,Outbound,2017,February,Saturday,2-3 PM,1539,638
130032 Washington,Outbound,2017,February,Saturday,3-4 PM,1555,639
130032 Washington,Outbound,2017,February,Saturday,4-5 PM,1464,640
130032 Washington,Outbound,2017,February,Saturday,5-6 PM,1345,641
130032 Washington,Outbound,2017,February,Saturday,6-7 PM,1174,642
130032 Washington,Outbound,2017,February,Saturday,7-8 PM,1026,643
130032 Washington,Outbound,2017,February,Saturday,8-9 PM,995,644
130032 Washington,Outbound,2017,February,Saturday,9-10 PM,1083,645
130032 Washington,Outbound,2017,February,Saturday,10-11 PM,915,646
130032 Washington,Outbound,2017,February,Saturday,11-12 PM,666,647
130032 Washington,Outbound,2017,February,Sunday,12-1 AM,483,648
130032 Washington,Outbound,2017,February,Sunday,1-2 AM,329,649
130032 Washington,Outbound,2017,February,Sunday,2-3 AM,320,650
130032 Washington,Outbound,2017,February,Sunday,3-4 AM,167,651
130032 Washington,Outbound,2017,February,Sunday,4-5 AM,105,652
130032 Washington,Outbound,2017,February,Sunday,5-6 AM,106,653
130032 Washington,Outbound,2017,February,Sunday,6-7 AM,160,654
130032 Washington,Outbound,2017,February,Sunday,7-8 AM,322,655
130032 Washington,Outbound,2017,February,Sunday,8-9 AM,441,656
130032 Washington,Outbound,2017,February,Sunday,9-10 AM,704,657
130032 Washington,Outbound,2017,February,Sunday,10-11 AM,1087,658
130032 Washington,Outbound,2017,February,Sunday,11-12 AM,1223,659
130032 Washington,Outbound,2017,February,Sunday,12-1 PM,1438,660
130032 Washington,Outbound,2017,February,Sunday,1-2 PM,1329,661
130032 Washington,Outbound,2017,February,Sunday,2-3 PM,1698,662
130032 Washington,Outbound,2017,February,Sunday,3-4 PM,1721,663
130032 Washington,Outbound,2017,February,Sunday,4-5 PM,1552,664
130032 Washington,Outbound,2017,February,Sunday,5-6 PM,1188,665
130032 Washington,Outbound,2017,February,Sunday,6-7 PM,899,666
130032 Washington,Outbound,2017,February,Sunday,7-8 PM,894,667
130032 Washington,Outbound,2017,February,Sunday,8-9 PM,741,668
130032 Washington,Outbound,2017,February,Sunday,9-10 PM,546,669
130032 Washington,Outbound,2017,February,Sunday,10-11 PM,420,670
130032 Washington,Outbound,2017,February,Sunday,11-12 PM,318,671
130032 Washington,Inbound,2017,March,Monday,12-1 AM,165,672
130032 Washington,Inbound,2017,March,Monday,1-2 AM,108,673
130032 Washington,Inbound,2017,March,Monday,2-3 AM,73,674
130032 Washington,Inbound,2017,March,Monday,3-4 AM,89,675
130032 Washington,Inbound,2017,March,Monday,4-5 AM,165,676
130032 Washington,Inbound,2017,March,Monday,5-6 AM,572,677
130032 Washington,Inbound,2017,March,Monday,6-7 AM,1553,678
130032 Washington,Inbound,2017,March,Monday,7-8 AM,2715,679
130032 Washington,Inbound,2017,March,Monday,8-9 AM,2400,680
130032 Washington,Inbound,2017,March,Monday,9-10 AM,1374,681
130032 Washington,Inbound,2017,March,Monday,10-11 AM,1115,682
130032 Washington,Inbound,2017,March,Monday,11-12 AM,1167,683
130032 Washington,Inbound,2017,March,Monday,12-1 PM,1264,684
130032 Washington,Inbound,2017,March,Monday,1-2 PM,1203,685
130032 Washington,Inbound,2017,March,Monday,2-3 PM,1250,686
130032 Washington,Inbound,2017,March,Monday,3-4 PM,1271,687
130032 Washington,Inbound,2017,March,Monday,4-5 PM,1387,688
130032 Washington,Inbound,2017,March,Monday,5-6 PM,1355,689
130032 Washington,Inbound,2017,March,Monday,6-7 PM,1004,690
130032 Washington,Inbound,2017,March,Monday,7-8 PM,806,691
130032 Washington,Inbound,2017,March,Monday,8-9 PM,650,692
130032 Washington,Inbound,2017,March,Monday,9-10 PM,548,693
130032 Washington,Inbound,2017,March,Monday,10-11 PM,404,694
130032 Washington,Inbound,2017,March,Monday,11-12 PM,253,695
130032 Washington,Inbound,2017,March,Tuesday,12-1 AM,148,696
130032 Washington,Inbound,2017,March,Tuesday,1-2 AM,108,697
130032 Washington,Inbound,2017,March,Tuesday,2-3 AM,80,698
130032 Washington,Inbound,2017,March,Tuesday,3-4 AM,90,699
130032 Washington,Inbound,2017,March,Tuesday,4-5 AM,179,700
130032 Washington,Inbound,2017,March,Tuesday,5-6 AM,625,701
130032 Washington,Inbound,2017,March,Tuesday,6-7 AM,1718,702
130032 Washington,Inbound,2017,March,Tuesday,7-8 AM,2953,703
130032 Washington,Inbound,2017,March,Tuesday,8-9 AM,2567,704
130032 Washington,Inbound,2017,March,Tuesday,9-10 AM,1491,705
